place,ID,year,police_perc,BIPOC,Region,Population,total_exp,all_crimjustice_perc,corr_perc
Anoka County,27003,2015,0.162562161,0.167762491,Twin Cities suburbs,344838,223178615,0.258796516,0.096234355
Becker County,27005,2015,0.089028589,0.130556942,Greater Minnesota,33567,39161701,0.180842502,0.091813913
Beltrami County,27007,2015,0.065047905,0.269922886,Greater Minnesota,45873,59625656,0.13344675,0.068398845
Benton County,27009,2015,0.118673487,0.082915214,Greater Minnesota,39739,30785680,0.233837128,0.115163641
Big Stone County,27011,2015,0.103120337,0.023919907,Greater Minnesota,5054,8952143,0.107808488,0.004688151
Blue Earth County,27013,2015,0.086081822,0.105800198,Greater Minnesota,66179,62077926,0.177983024,0.091901202
Brown County,27015,2015,0.077194382,0.057766101,Greater Minnesota,25434,26191336,0.189835562,0.11264118
Carlton County,27017,2015,0.095290061,0.115539828,Greater Minnesota,35635,41243252,0.185782295,0.090492234
Carver County,27019,2015,0.1616284,0.102243942,Twin Cities suburbs,98798,80975633,0.238185887,0.076557487
Cass County,27021,2015,0.139021414,0.16100683,Greater Minnesota,28718,41357305,0.224881965,0.085860551
Chippewa County,27023,2015,0.084721392,0.108364804,Greater Minnesota,12117,14871368,0.166011896,0.081290504
Chisago County,27025,2015,0.129068966,0.059914213,Greater Minnesota,54332,42899654,0.230866291,0.101797325
Clay County,27027,2015,0.107441927,0.111703746,Greater Minnesota,62181,43849772,0.221149565,0.113707638
Clearwater County,27029,2015,0.089020216,0.144841497,Greater Minnesota,8802,14688495,0.155859331,0.066839115
Cook County,27031,2015,0.103609638,0.135678385,Greater Minnesota,5219,18845216,0.135299643,0.031690006
Cottonwood County,27033,2015,0.096924424,0.124412173,Greater Minnesota,11575,12574622,0.191836224,0.094911799
Crow Wing County,27035,2015,0.114932291,0.046172903,Greater Minnesota,63481,62941432,0.215119891,0.1001876
Dakota County,27037,2015,0.077598451,0.197358886,Twin Cities suburbs,414490,253953073,0.146671373,0.069072923
Dodge County,27039,2015,0.233154373,0.072743322,Greater Minnesota,20378,17395642,0.258120683,0.024966311
Douglas County,27041,2015,0.126612409,0.035390146,Greater Minnesota,37103,34992668,0.248200452,0.121588042
Faribault County,27043,2015,0.085625205,0.081515896,Greater Minnesota,13945,16018239,0.190046234,0.104421029
Fillmore County,27045,2015,0.099091941,0.030517241,Greater Minnesota,20826,18708262,0.186932757,0.087840816
Freeborn County,27047,2015,0.090481067,0.131684124,Greater Minnesota,30642,34920101,0.207088462,0.116607395
Goodhue County,27049,2015,0.142405578,0.074593684,Greater Minnesota,46611,44738353,0.279291082,0.136885504
Grant County,27051,2015,0.120873731,0.041061432,Greater Minnesota,5872,11203311,0.130828377,0.009954646
Hennepin County,27053,2015,0.079705442,0.298732005,Core counties,1221703,1235548721,0.173439449,0.093734007
Houston County,27055,2015,0.088822109,0.034551796,Greater Minnesota,18788,19092949,0.168224458,0.079402349
Hubbard County,27057,2015,0.0931825,0.067624384,Greater Minnesota,20679,27043125,0.185370921,0.092188421
Isanti County,27059,2015,0.204594049,0.055805431,Greater Minnesota,38521,31685775,0.237286669,0.03269262
Itasca County,27061,2015,0.113345357,0.076601652,Greater Minnesota,45658,68523292,0.179358254,0.066012897
Jackson County,27063,2015,0.095018098,0.066423327,Greater Minnesota,10113,15776626,0.15487494,0.059856841
Kanabec County,27065,2015,0.103640192,0.045586407,Greater Minnesota,15908,19193413,0.265638842,0.16199865
Kandiyohi County,27067,2015,0.107127642,0.1746939,Greater Minnesota,42510,53108767,0.245939037,0.138811394
Kittson County,27069,2015,0.095734852,0.03710168,Greater Minnesota,4422,8787479,0.122968943,0.027234091
Koochiching County,27071,2015,0.109897373,0.064476124,Greater Minnesota,12889,19318460,0.125571604,0.015674231
Lac qui Parle County,27073,2015,0.091249073,0.041027111,Greater Minnesota,6866,10738542,0.112725731,0.021476659
Lake County,27075,2015,0.098103313,0.039132656,Greater Minnesota,10634,20555055,0.167942484,0.069839171
Lake of the Woods County,27077,2015,0.125541085,0.060355224,Greater Minnesota,3925,8838724,0.132279275,0.00673819
Le Sueur County,27079,2015,0.080964906,0.080548936,Greater Minnesota,27704,25803414,0.151284981,0.070320075
Lincoln County,27081,2015,0.129298202,0.031690544,Greater Minnesota,5770,9288273,0.134372988,0.005074786
Lyon County,27083,2015,0.207603529,0.144371277,Greater Minnesota,25776,20036302,0.244284649,0.03668112
Mahnomen County,27087,2015,0.223881569,0.52703728,Greater Minnesota,5456,10996095,0.233109663,0.009228094
Marshall County,27089,2015,0.150648464,0.060273707,Greater Minnesota,9417,13760293,0.161197585,0.010549121
Martin County,27091,2015,0.105379037,0.061307633,Greater Minnesota,20122,20744031,0.214832739,0.109453703
McLeod County,27085,2015,0.098841966,0.082254369,Greater Minnesota,35930,33315070,0.161455582,0.062613616
Meeker County,27093,2015,0.165579082,0.053488229,Greater Minnesota,23110,27472963,0.182714766,0.017135684
Mille Lacs County,27095,2015,0.12269719,0.10415849,Greater Minnesota,25788,28285660,0.272612872,0.149915682
Morrison County,27097,2015,0.09095149,0.037819656,Greater Minnesota,32786,32196229,0.156527493,0.065576003
Mower County,27099,2015,0.113701721,0.186439745,Greater Minnesota,39181,32842590,0.269446563,0.155744842
Murray County,27101,2015,0.144787715,0.058526347,Greater Minnesota,8418,12331875,0.147541635,0.00275392
Nicollet County,27103,2015,0.087900452,0.100377396,Greater Minnesota,33432,28337397,0.176439,0.088538549
Nobles County,27105,2015,0.087014044,0.372886177,Greater Minnesota,21743,21792574,0.208236439,0.121222394
Norman County,27107,2015,0.096800954,0.095675587,Greater Minnesota,6666,9178081,0.145290938,0.048489984
Olmsted County,27109,2015,0.095268485,0.183674079,Greater Minnesota,151388,138069300,0.215432511,0.120164026
Otter Tail County,27111,2015,0.105509425,0.065218785,Greater Minnesota,57679,57589092,0.198430303,0.092920878
Pennington County,27113,2015,0.130625735,0.085282258,Greater Minnesota,14206,14444290,0.231298112,0.100672376
Pine County,27115,2015,0.144575562,0.101642825,Greater Minnesota,29107,28158514,0.303269981,0.158694418
Pipestone County,27117,2015,0.163510611,0.099360376,Greater Minnesota,9281,10107711,0.210574679,0.047064068
Polk County,27119,2015,0.08658532,0.115960039,Greater Minnesota,31529,45065838,0.191318866,0.104733546
Pope County,27121,2015,0.10711536,0.033001759,Greater Minnesota,11016,12902818,0.146232474,0.039117114
Ramsey County,27123,2015,0.114738533,0.359094606,Core counties,533677,523642167,0.239671251,0.124932718
Red Lake County,27125,2015,0.158614116,0.068342749,Greater Minnesota,4039,6081489,0.191559337,0.032945221
Redwood County,27127,2015,0.18024135,0.124756726,Greater Minnesota,15486,15140316,0.204642228,0.024400878
Renville County,27129,2015,0.078775152,0.106112292,Greater Minnesota,14965,24995953,0.155418759,0.076643607
Rice County,27131,2015,0.100656761,0.163090001,Greater Minnesota,65420,42893085,0.196270238,0.095613477
Rock County,27133,2015,0.18452128,0.056052594,Greater Minnesota,9601,9968796,0.202071444,0.017550164
Roseau County,27135,2015,0.084384982,0.071458187,Greater Minnesota,15771,16095364,0.160392396,0.076007414
Scott County,27139,2015,0.041328212,0.171942681,Twin Cities suburbs,140898,92920425,0.154883515,0.113555303
Sherburne County,27141,2015,0.137766461,0.080362517,Greater Minnesota,91895,63214159,0.284707719,0.146941257
Sibley County,27143,2015,0.09982821,0.105594,Greater Minnesota,14884,21405783,0.116301936,0.016473726
St. Louis County,27137,2015,0.091871256,0.083705385,Greater Minnesota,200381,225537649,0.207199522,0.115328266
Stearns County,27145,2015,0.097368066,0.11719262,Greater Minnesota,154446,114796180,0.256804399,0.159436333
Steele County,27147,2015,0.111013806,0.123783506,Greater Minnesota,36708,31552454,0.279351267,0.168337461
Stevens County,27149,2015,0.137645606,0.104433548,Greater Minnesota,9804,10815209,0.144808667,0.007163061
Swift County,27151,2015,0.077701287,0.070762849,Greater Minnesota,9361,15426617,0.146812616,0.069111329
Todd County,27153,2015,0.11381589,0.081157671,Greater Minnesota,24255,22485718,0.165031466,0.051215576
Traverse County,27155,2015,0.100902666,0.087968096,Greater Minnesota,3405,10033392,0.1602779,0.059375234
Wabasha County,27157,2015,0.151724189,0.049409989,Greater Minnesota,21265,20664121,0.266954205,0.115230016
Wadena County,27159,2015,0.105272868,0.050501936,Greater Minnesota,13879,17084554,0.131053172,0.025780304
Waseca County,27161,2015,0.165496602,0.102745284,Greater Minnesota,18988,16998778,0.183444186,0.017947584
Washington County,27163,2015,0.188240104,0.158362452,Twin Cities suburbs,251015,155266760,0.249290015,0.061049912
Watonwan County,27165,2015,0.073837136,0.256513147,Greater Minnesota,10995,18376593,0.115486478,0.041649342
Wilkin County,27167,2015,0.109993646,0.055396198,Greater Minnesota,6421,11146453,0.160953534,0.050959888
Winona County,27169,2015,0.084411753,0.080865046,Greater Minnesota,51128,34776413,0.18213362,0.097721867
Wright County,27171,2015,0.207911491,0.069445847,Greater Minnesota,131361,80883240,0.275576176,0.067664686
Yellow Medicine County,27173,2015,0.071957792,0.09444166,Greater Minnesota,9945,14901305,0.176848739,0.104890947
Aitkin County,27001,2014,0.110285831,0.054999954,Greater Minnesota,15762,24532145,0.220601338,0.110315506
Anoka County,27003,2014,0.164623634,0.163779821,Twin Cities suburbs,342612,221237523,0.263503321,0.098879687
Becker County,27005,2014,0.112064149,0.128842551,Greater Minnesota,33272,39864801,0.200364377,0.088300228
Beltrami County,27007,2014,0.067877616,0.267133125,Greater Minnesota,45770,66514888,0.127064696,0.05918708
Benton County,27009,2014,0.129196975,0.079398151,Greater Minnesota,39518,31208966,0.251838526,0.122641551
Big Stone County,27011,2014,0.102432957,0.023652912,Greater Minnesota,5124,9467861,0.106835113,0.004402156
Blue Earth County,27013,2014,0.083397546,0.102195967,Greater Minnesota,65620,61078740,0.177604662,0.094207117
Brown County,27015,2014,0.080269724,0.055721243,Greater Minnesota,25463,25246879,0.194438449,0.114168726
Carlton County,27017,2014,0.092971571,0.114632733,Greater Minnesota,35576,42508532,0.189805167,0.096833596
Carver County,27019,2014,0.221955691,0.100481035,Twin Cities suburbs,97162,78093091,0.247457794,0.025502102
Cass County,27021,2014,0.209414622,0.158098004,Greater Minnesota,28570,41090273,0.229375186,0.019960563
Chippewa County,27023,2014,0.084359293,0.103909109,Greater Minnesota,12132,15819739,0.142418026,0.058058733
Chisago County,27025,2014,0.119540494,0.058598136,Greater Minnesota,54134,44023350,0.220766184,0.10122569
Clay County,27027,2014,0.106783849,0.108227723,Greater Minnesota,61196,41212918,0.218777642,0.111993793
Clearwater County,27029,2014,0.152822902,0.142509195,Greater Minnesota,8794,15142521,0.167157965,0.014335063
Cook County,27031,2014,0.114529003,0.133581348,Greater Minnesota,5231,16961171,0.145529398,0.031000395
Cottonwood County,27033,2014,0.103082994,0.121006593,Greater Minnesota,11633,13295549,0.185263128,0.082180134
Crow Wing County,27035,2014,0.108927685,0.045005523,Greater Minnesota,63371,58608966,0.208367471,0.099439785
Dakota County,27037,2014,0.08153521,0.193310341,Twin Cities suburbs,411507,243129587,0.150684779,0.069149568
Dodge County,27039,2014,0.19901992,0.07120805,Greater Minnesota,20352,19303113,0.2298694,0.03084948
Douglas County,27041,2014,0.115011204,0.03406068,Greater Minnesota,36789,37880240,0.225928584,0.110917381
Faribault County,27043,2014,0.103808495,0.079422846,Greater Minnesota,14124,14613727,0.216730612,0.112922118
Fillmore County,27045,2014,0.110569059,0.029120014,Greater Minnesota,20783,18264757,0.20199765,0.091428591
Freeborn County,27047,2014,0.087803074,0.128089261,Greater Minnesota,30831,32689516,0.206825944,0.11902287
Goodhue County,27049,2014,0.142872714,0.073342314,Greater Minnesota,46480,45322230,0.269303474,0.12643076
Grant County,27051,2014,0.125945094,0.039030601,Greater Minnesota,5923,9411363,0.137417715,0.011472621
Hennepin County,27053,2014,0.079290266,0.295519435,Core counties,1210720,1203157540,0.167625744,0.088335478
Houston County,27055,2014,0.087379203,0.033370138,Greater Minnesota,18766,19855949,0.170920111,0.083540908
Hubbard County,27057,2014,0.091341488,0.066885879,Greater Minnesota,20596,27402411,0.180044522,0.088703034
Isanti County,27059,2014,0.201812794,0.054470873,Greater Minnesota,38397,32349946,0.232053958,0.030241163
Itasca County,27061,2014,0.115833728,0.075072435,Greater Minnesota,45639,66943706,0.180106073,0.064272345
Jackson County,27063,2014,0.093177072,0.06414587,Greater Minnesota,10266,15160661,0.158192179,0.065015107
Kanabec County,27065,2014,0.092582782,0.044265173,Greater Minnesota,15966,21557745,0.233079295,0.140496513
Kandiyohi County,27067,2014,0.119499498,0.169466998,Greater Minnesota,42258,50962122,0.253860387,0.134360889
Kittson County,27069,2014,0.100890323,0.034865878,Greater Minnesota,4440,8966975,0.126579699,0.025689377
Koochiching County,27071,2014,0.122562328,0.063586008,Greater Minnesota,13018,18308448,0.137971607,0.01540928
Lac qui Parle County,27073,2014,0.123388042,0.038855578,Greater Minnesota,6922,10998505,0.130829326,0.007441284
Lake County,27075,2014,0.107743876,0.036975184,Greater Minnesota,10695,20336172,0.188718408,0.080974531
Lake of the Woods County,27077,2014,0.124480322,0.057282943,Greater Minnesota,3921,8828303,0.131678534,0.007198212
Le Sueur County,27079,2014,0.078012423,0.078964652,Greater Minnesota,27791,24995378,0.143696287,0.065683864
Lincoln County,27081,2014,0.164522058,0.030338867,Greater Minnesota,5788,8164273,0.170457553,0.005935495
Lyon County,27083,2014,0.247150942,0.140403237,Greater Minnesota,25746,18252174,0.274792526,0.027641584
Mahnomen County,27087,2014,0.214179642,0.521943883,Greater Minnesota,5503,11197941,0.228700883,0.014521241
Marshall County,27089,2014,0.150459748,0.058537855,Greater Minnesota,9420,13232456,0.160394261,0.009934513
Martin County,27091,2014,0.127270387,0.059353209,Greater Minnesota,20295,20268022,0.226552941,0.099282555
McLeod County,27085,2014,0.094004526,0.080242392,Greater Minnesota,35942,37740938,0.149824681,0.055820155
Meeker County,27093,2014,0.200173128,0.051949381,Greater Minnesota,23122,23507481,0.220296807,0.020123679
Mille Lacs County,27095,2014,0.117760961,0.102601038,Greater Minnesota,25862,30049398,0.262739174,0.144978212
Morrison County,27097,2014,0.093277282,0.036424771,Greater Minnesota,32859,33207818,0.154223322,0.06094604
Mower County,27099,2014,0.119561855,0.180753052,Greater Minnesota,39356,31423559,0.286782251,0.167220397
Murray County,27101,2014,0.155384493,0.055967209,Greater Minnesota,8475,11526665,0.159895338,0.004510845
Nicollet County,27103,2014,0.069989863,0.097309281,Greater Minnesota,33350,32600121,0.140639263,0.0706494
Nobles County,27105,2014,0.100845347,0.363918447,Greater Minnesota,21574,21340221,0.218239164,0.117393817
Norman County,27107,2014,0.093012932,0.092856874,Greater Minnesota,6643,9634714,0.137901239,0.044888307
Olmsted County,27109,2014,0.101404342,0.180076638,Greater Minnesota,150201,133781461,0.212968671,0.11156433
Otter Tail County,27111,2014,0.106744445,0.062851607,Greater Minnesota,57612,53094585,0.204864658,0.098120213
Pennington County,27113,2014,0.094866789,0.083487831,Greater Minnesota,14119,16937392,0.175110017,0.080243228
Pine County,27115,2014,0.125455053,0.100312579,Greater Minnesota,29196,32260821,0.261172213,0.13571716
Pipestone County,27117,2014,0.149580242,0.094411186,Greater Minnesota,9336,9788853,0.202233295,0.052653053
Polk County,27119,2014,0.083573362,0.112407272,Greater Minnesota,31545,44166190,0.188309859,0.104736496
Pope County,27121,2014,0.094558873,0.031403681,Greater Minnesota,10982,13471142,0.130468152,0.035909279
Ramsey County,27123,2014,0.117364221,0.353509564,Core counties,529506,516404772,0.239592736,0.122228514
Red Lake County,27125,2014,0.168245111,0.065092394,Greater Minnesota,4048,5819022,0.209759303,0.041514193
Redwood County,27127,2014,0.167372495,0.123966287,Greater Minnesota,15573,14605303,0.191498663,0.024126168
Renville County,27129,2014,0.074650542,0.102423209,Greater Minnesota,15067,24241351,0.14770666,0.073056118
Rice County,27131,2014,0.105270557,0.160330752,Greater Minnesota,65180,40145394,0.201526706,0.096256148
Rock County,27133,2014,0.174194771,0.054091585,Greater Minnesota,9555,10629590,0.189943262,0.015748491
Roseau County,27135,2014,0.079661476,0.069105894,Greater Minnesota,15663,14759493,0.159106007,0.079444531
Scott County,27139,2014,0.043559528,0.16851283,Twin Cities suburbs,138727,87637061,0.119422992,0.075863464
Sherburne County,27141,2014,0.135276982,0.079015604,Greater Minnesota,91223,61697503,0.270695574,0.135418592
Sibley County,27143,2014,0.105693934,0.102746578,Greater Minnesota,14919,21103406,0.118658618,0.012964684
St. Louis County,27137,2014,0.076620917,0.082403862,Greater Minnesota,200840,218599081,0.187236281,0.110615364
Stearns County,27145,2014,0.100586132,0.112643915,Greater Minnesota,153326,115440287,0.261286227,0.160700094
Steele County,27147,2014,0.1047501,0.121074049,Greater Minnesota,36532,32006213,0.264063512,0.159313412
Stevens County,27149,2014,0.141249985,0.099894772,Greater Minnesota,9836,10772525,0.148391765,0.00714178
Swift County,27151,2014,0.094290173,0.067077416,Greater Minnesota,9453,15655396,0.160618039,0.066327865
Todd County,27153,2014,0.087481786,0.079732323,Greater Minnesota,24266,28206237,0.128515973,0.041034187
Traverse County,27155,2014,0.110684509,0.083527934,Greater Minnesota,3392,8875569,0.178715753,0.068031244
Wabasha County,27157,2014,0.152723676,0.048422622,Greater Minnesota,21376,19955308,0.26693835,0.114214674
Wadena County,27159,2014,0.119628802,0.048795683,Greater Minnesota,13768,17183621,0.14193743,0.022308628
Waseca County,27161,2014,0.134456685,0.101301578,Greater Minnesota,19029,19816776,0.139745486,0.005288802
Washington County,27163,2014,0.189861717,0.155266069,Twin Cities suburbs,249109,149659254,0.251337475,0.061475757
Watonwan County,27165,2014,0.089301785,0.251218902,Greater Minnesota,11095,15303076,0.135879022,0.046577237
Wilkin County,27167,2014,0.107948082,0.052893601,Greater Minnesota,6503,12028097,0.152440989,0.044492907
Winona County,27169,2014,0.113036679,0.078811467,Greater Minnesota,51109,33987782,0.20449325,0.091456571
Wright County,27171,2014,0.205349372,0.06824954,Greater Minnesota,129946,80799434,0.272655214,0.067305843
Yellow Medicine County,27173,2014,0.069590456,0.091974098,Greater Minnesota,10127,16311734,0.165200462,0.095610007
Aitkin County,27001,2013,0.104259398,0.053655841,Greater Minnesota,15749,24595845,0.208609991,0.104350593
Anoka County,27003,2013,0.153124504,0.15979715,Twin Cities suburbs,341465,222218868,0.2443913,0.091266796
Becker County,27005,2013,0.102513972,0.127128159,Greater Minnesota,33167,38332170,0.186725197,0.084211225
Beltrami County,27007,2013,0.061441147,0.264343363,Greater Minnesota,45652,66451331,0.111624145,0.050182998
Benton County,27009,2013,0.122174361,0.075881088,Greater Minnesota,39219,32046994,0.23252418,0.110349819
Big Stone County,27011,2013,0.115054279,0.023385917,Greater Minnesota,5127,8295276,0.120656986,0.005602707
Blue Earth County,27013,2013,0.099738804,0.098591737,Greater Minnesota,65218,56459560,0.196531677,0.096792873
Brown County,27015,2013,0.084614722,0.053676384,Greater Minnesota,25465,24466298,0.202991029,0.118376307
Carlton County,27017,2013,0.094585732,0.113725638,Greater Minnesota,35505,40763051,0.179797189,0.085211458
Carver County,27019,2013,0.206465111,0.098718128,Twin Cities suburbs,95463,76360233,0.228857303,0.022392192
Cass County,27021,2013,0.217048722,0.155189179,Greater Minnesota,28604,38376918,0.237631146,0.020582424
Chippewa County,27023,2013,0.101587103,0.099453413,Greater Minnesota,12146,14983398,0.161503686,0.059916582
Chisago County,27025,2013,0.128976006,0.057282059,Greater Minnesota,53743,40327431,0.231157993,0.102181986
Clay County,27027,2013,0.09969576,0.104751701,Greater Minnesota,60426,43701417,0.197288568,0.097592808
Clearwater County,27029,2013,0.142482776,0.140176893,Greater Minnesota,8837,16159455,0.154762026,0.012279251
Cook County,27031,2013,0.111286783,0.131484311,Greater Minnesota,5185,17364434,0.147299359,0.036012576
Cottonwood County,27033,2013,0.074345017,0.117601013,Greater Minnesota,11610,13990487,0.148811975,0.074466957
Crow Wing County,27035,2013,0.116822923,0.043838142,Greater Minnesota,63216,54995919,0.222981472,0.10615855
Dakota County,27037,2013,0.079466981,0.189261796,Twin Cities suburbs,408732,234732876,0.150055274,0.070588293
Dodge County,27039,2013,0.192049259,0.069672777,Greater Minnesota,20342,19351655,0.221034583,0.028985325
Douglas County,27041,2013,0.115568212,0.032731213,Greater Minnesota,36529,36837128,0.222914691,0.107346479
Faribault County,27043,2013,0.103522584,0.077329795,Greater Minnesota,14192,14418535,0.228738149,0.125215565
Fillmore County,27045,2013,0.132537689,0.027722786,Greater Minnesota,20827,17873648,0.203566838,0.071029149
Freeborn County,27047,2013,0.074631489,0.124494397,Greater Minnesota,30917,33370137,0.184432656,0.109801167
Goodhue County,27049,2013,0.143739936,0.072090944,Greater Minnesota,46447,42329127,0.269529277,0.125789341
Grant County,27051,2013,0.122445574,0.03699977,Greater Minnesota,5990,10210757,0.133462387,0.011016813
Hennepin County,27053,2013,0.07681906,0.292306865,Core counties,1195058,1180634305,0.163766496,0.086947436
Houston County,27055,2013,0.077671456,0.03218848,Greater Minnesota,18814,21049380,0.146777435,0.069105978
Hubbard County,27057,2013,0.089031943,0.066147374,Greater Minnesota,20585,24236144,0.182400591,0.093368648
Isanti County,27059,2013,0.193658039,0.053136315,Greater Minnesota,38231,30949198,0.227472389,0.03381435
Itasca County,27061,2013,0.094348952,0.073543218,Greater Minnesota,45542,65190454,0.16138754,0.067038588
Jackson County,27063,2013,0.09552102,0.061868412,Greater Minnesota,10265,14591270,0.158563031,0.063042011
Kanabec County,27065,2013,0.088683366,0.042943938,Greater Minnesota,16009,19747638,0.235964524,0.147281158
Kandiyohi County,27067,2013,0.11715652,0.164240095,Greater Minnesota,42351,50030182,0.25086115,0.133704631
Kittson County,27069,2013,0.094553462,0.032630076,Greater Minnesota,4498,8948070,0.121385282,0.02683182
Koochiching County,27071,2013,0.11625286,0.062695892,Greater Minnesota,13217,17651583,0.129789719,0.01353686
Lac qui Parle County,27073,2013,0.112858578,0.036684044,Greater Minnesota,7041,10569077,0.123009606,0.010151028
Lake County,27075,2013,0.099807552,0.034817712,Greater Minnesota,10777,20877899,0.164448635,0.064641083
Lake of the Woods County,27077,2013,0.126628421,0.054210662,Greater Minnesota,3932,8059494,0.134261406,0.007632985
Le Sueur County,27079,2013,0.087159676,0.077380367,Greater Minnesota,27834,23121231,0.156796885,0.069637209
Lincoln County,27081,2013,0.209059341,0.028987189,Greater Minnesota,5830,7980691,0.217169791,0.008110451
Lyon County,27083,2013,0.264678773,0.136435196,Greater Minnesota,25648,17886168,0.286783061,0.022104288
Mahnomen County,27087,2013,0.225049748,0.516850486,Greater Minnesota,5534,9931613,0.238005851,0.012956103
Marshall County,27089,2013,0.151305572,0.056802004,Greater Minnesota,9424,12726914,0.164389026,0.013083454
Martin County,27091,2013,0.097068737,0.057398784,Greater Minnesota,20429,21443351,0.191352462,0.094283725
McLeod County,27085,2013,0.109282445,0.078230414,Greater Minnesota,36095,31913424,0.172232412,0.062949967
Meeker County,27093,2013,0.189098955,0.050410534,Greater Minnesota,23109,23535413,0.208040496,0.018941541
Mille Lacs County,27095,2013,0.125296333,0.101043586,Greater Minnesota,25817,25710553,0.28253029,0.157233958
Morrison County,27097,2013,0.093343433,0.035029886,Greater Minnesota,32877,30931517,0.159517491,0.066174058
Mower County,27099,2013,0.117260035,0.175066359,Greater Minnesota,39356,29989041,0.272741399,0.155481364
Murray County,27101,2013,0.194272763,0.053408072,Greater Minnesota,8536,10580670,0.200504505,0.006231741
Nicollet County,27103,2013,0.088908869,0.094241166,Greater Minnesota,33002,26770895,0.177585621,0.088676751
Nobles County,27105,2013,0.090815697,0.354950716,Greater Minnesota,21593,21102123,0.212728596,0.121912899
Norman County,27107,2013,0.090648372,0.09003816,Greater Minnesota,6634,9802978,0.130216145,0.039567772
Olmsted County,27109,2013,0.102244545,0.176479197,Greater Minnesota,149189,130260260,0.219890602,0.117646057
Otter Tail County,27111,2013,0.107830484,0.060484429,Greater Minnesota,57588,50521604,0.206110954,0.09828047
Pennington County,27113,2013,0.10762363,0.081693403,Greater Minnesota,14121,14971935,0.187422601,0.079798971
Pine County,27115,2013,0.129933473,0.098982334,Greater Minnesota,29125,29301187,0.269917427,0.139983954
Pipestone County,27117,2013,0.153935839,0.089461995,Greater Minnesota,9306,9597700,0.208607375,0.054671536
Polk County,27119,2013,0.07026236,0.108854505,Greater Minnesota,31569,43464324,0.168064687,0.097802326
Pope County,27121,2013,0.103065143,0.029805603,Greater Minnesota,10929,12647894,0.140734892,0.03766975
Ramsey County,27123,2013,0.106976487,0.347924521,Core counties,525146,523439466,0.225527104,0.118550618
Red Lake County,27125,2013,0.152533731,0.06184204,Greater Minnesota,4071,5920933,0.191504616,0.038970885
Redwood County,27127,2013,0.165322283,0.123175849,Greater Minnesota,15755,16766790,0.186033343,0.02071106
Renville County,27129,2013,0.091322824,0.098734127,Greater Minnesota,15214,22784556,0.148861536,0.057538712
Rice County,27131,2013,0.102275256,0.157571502,Greater Minnesota,64656,39579104,0.197354897,0.095079641
Rock County,27133,2013,0.188522434,0.052130575,Greater Minnesota,9524,8986766,0.197526674,0.00900424
Roseau County,27135,2013,0.079974401,0.0667536,Greater Minnesota,15522,14585192,0.15832469,0.078350288
Scott County,27139,2013,0.044293005,0.165082978,Twin Cities suburbs,136926,81274074,0.121519662,0.077226657
Sherburne County,27141,2013,0.134516062,0.07766869,Greater Minnesota,90203,58513295,0.281511458,0.146995397
Sibley County,27143,2013,0.109925908,0.099899156,Greater Minnesota,15074,18828182,0.126205971,0.016280064
St. Louis County,27137,2013,0.09286599,0.081102338,Greater Minnesota,200398,221570933,0.204736295,0.111870306
Stearns County,27145,2013,0.100801569,0.108095209,Greater Minnesota,152063,110576572,0.265688278,0.164886709
Steele County,27147,2013,0.102595922,0.118364591,Greater Minnesota,36417,31589618,0.256426526,0.153830603
Stevens County,27149,2013,0.135737538,0.095355996,Greater Minnesota,9748,10865410,0.143612896,0.007875359
Swift County,27151,2013,0.080106489,0.063391983,Greater Minnesota,9551,15058393,0.145157255,0.065050766
Todd County,27153,2013,0.118922983,0.078306974,Greater Minnesota,24374,22172308,0.170376625,0.051453642
Traverse County,27155,2013,0.10067926,0.079087772,Greater Minnesota,3460,8652944,0.168080367,0.067401106
Wabasha County,27157,2013,0.152748649,0.047435254,Greater Minnesota,21442,19311431,0.266680134,0.113931484
Wadena County,27159,2013,0.096017668,0.04708943,Greater Minnesota,13821,17280226,0.115764458,0.01974679
Waseca County,27161,2013,0.142687576,0.099857873,Greater Minnesota,19075,19114292,0.145516716,0.00282914
Washington County,27163,2013,0.189027216,0.152169687,Twin Cities suburbs,248095,147494163,0.251541853,0.062514637
Watonwan County,27165,2013,0.084468891,0.245924657,Greater Minnesota,11136,14904493,0.133585624,0.049116733
Wilkin County,27167,2013,0.096565378,0.050391003,Greater Minnesota,6558,11044010,0.140234752,0.043669374
Winona County,27169,2013,0.119625373,0.076757888,Greater Minnesota,51362,35621172,0.200013941,0.080388568
Wright County,27171,2013,0.214555224,0.067053234,Greater Minnesota,128459,81644938,0.304323815,0.08976859
Yellow Medicine County,27173,2013,0.079622529,0.089506536,Greater Minnesota,10150,14964207,0.166152674,0.086530145
Aitkin County,27001,2012,0.149468839,0.052311729,Greater Minnesota,15919,25773914,0.249683847,0.100215008
Anoka County,27003,2012,0.145778422,0.155814479,Twin Cities suburbs,336748,220436040,0.243106213,0.097327792
Becker County,27005,2012,0.108986291,0.125413768,Greater Minnesota,32973,36190258,0.196557621,0.087571329
Beltrami County,27007,2012,0.071792056,0.261553602,Greater Minnesota,45325,57077346,0.124375334,0.052583279
Benton County,27009,2012,0.124163153,0.072364026,Greater Minnesota,38861,29033541,0.249556883,0.12539373
Big Stone County,27011,2012,0.125748872,0.023118922,Greater Minnesota,5164,7816086,0.131966946,0.006218074
